link,title,text
http://prodengi.kz/lenta/myrzahmetov_kurs_tenge_ewe_ne_dostig_dna/,Мырзахметов: курс тенге еще не достиг дна,"Председатель правления национальной палаты предпринимателей (НПП) ""Атамекен"" Абылай Мырзахметов считает, что курс тенге не достиг дна, но это вопрос ближайших месяцев, сообщает ИА Новости-Казахстан. Официальный курс Национального банка в четверг составляет 364,89 тенге к доллару. ""Сегодняшний курс (тенге к доллару), понятно, привязан к ценам на нефть. В том числе, отслеживаем курс рубля, такую же политику плавающего курса ввели... Девальвация дала возможность экспортным областям поддерживать себя, но у девальвации есть вторая сторона - рост цен. Оказалось, что у нас экономика более импортозависима, чем российская. У нас, к сожалению, дно не достигнуто. Но это вопрос ближайших месяцев"", - сказал Мырзахметов , отвечая на вопросы СМИ. По его мнению, сейчас необходимо проводить серьезную программу импортозамещения, так как нынешняя ситуация с курсом тенге повлияла на рост цен, который бьет ""по карману"" граждан и бизнесу. ""Честно говоря, много слышим от экспертов, что это (девальвация) инициатива Национальной палаты. Есть экономический закон, их никто не отменял. Посмотрите все страны - первой была год назад Россия, потом Азербайджан, Туркменистан, все соседние страны, экономика, бюджет которых зависели от экспортных позиций, в первую очередь нефтегазового сектора, они все были вынуждены девальвировать свою валюту. И поэтому хочу упредить, что не инициатива или прихоть палаты предпринимателей"", - пояснил глава НПП. "
http://prodengi.kz/lenta/7_yanvarya_finansovye_rynki_kazahstana_budut_zakryty/,7 января финансовые рынки Казахстана будут закрыты,"7 января финансовые рынки Казахстана будут закрыты в связи с празднованием православного Рождества, передает BNews.kz. Казахстанская фондовая биржа (KASE) сообщает, что 7 января 2016 года финансовые рынки Казахстана будут закрыты в связи с празднованием православного Рождества. Торги на KASE в этот день проводиться не будут. Напоминаем, что с 5 по 8 января 2016 года торги на KASE пройдут в обычном режиме, за исключением торгов рублем России с расчетами T+0 в тенге (RUBKZT_TOD), которые не проводятся в связи с праздничными днями с 1 по 10 января 2016 года в Российской Федерации. "
http://prodengi.kz/lenta/nacbank_raz_yasnil_situaciyu_s_banknotami_starogo_obrazca/,Нацбанк разъяснил ситуацию с банкнотами старого образца,"За отказ принимать банкноты старого образца оштрафуют на сумму до 53 тыс. тенге. Об этом LS сообщает со ссылкой на Национальный банк. Финансовый регулятор объяснил, что случае отказа в приеме банкнот и монет субъектами предпринимательства или некоммерческими организациями можно обратиться с заявлением в ближайший филиал финрегулятора. ""Отказ в приеме банкнот и монет национальной валюты, согласно статье 206 Кодекса Казахстана об административных правонарушениях, влечет штраф на субъекты предпринимательства или некоммерческие организации - в размере 10 605 тенге, на субъекты среднего предпринимательства - в размере 21 210 тенге, на субъекты крупного предпринимательства - в размере 53 025 тенге, исходя из месячного расчетного показателя на 2016 год"", - подчеркнули в Нацбанке. Напомним, 28 ноября 2015 года правлением Нацбанка принято решение о продлении сроков постепенного изъятия из оборота банкнот номиналом 2 тыс. тенге, 5 тыс. тенге, 10 тыс. тенге образца 2006 года до 3 октября 2016 года включительно. Ирина ЯРУНИНА "
http://prodengi.kz/lenta/gulzhan_moldazhanova_v_chetvertyj_raz_podryad_voshla_v_chislo_25_samyh_dorogih_top_menedzherov_rossii/,Гульжан Молдажанова в четвертый раз подряд вошла в число 25 самых дорогих топ-менеджеров России,"Уроженка Алматы Гульжан Молдажанова в очередной раз попала в список 25 самых дорогих топ-менеджеров России по версии Forbes. Рейтинг самых высокооплачиваемых менеджеров России опубликовали в четвертый раз. Генеральный директор ""Базового элемента"" Молдажанова является постоянной его участницей. Причем в этот раз она оказалась на 17-м месте. Совокупный ее доход за 2015 год российский Forbes оценил в 6 миллионов долларов. Однако это не самый высокий ее гонорар. К примеру, в 2013 году она заработала 7 миллионов долларов, но тогда 49-летняя Молдажанова расположилась на 18-м месте. К слову, в этом году гендиректор ""Базового элемента"" снова оказалась единственной женщиной среди самых дорогих СЕО. Примечательно, что за все четыре года лишь раз в рейтинге появлялась другая представительница прекрасного пола. Главный управляющий директор ИГ ""Нафта Москва"" Анна Колончина в 2013 году с 6 миллионами долларов тогда расположилась на 20-м месте. Молдажанова окончила факультет физики в Казахском государственном университете (ныне КазНУ имени аль-Фараби). Затем она стала выпускницей Финансовой академии при правительстве России. Карьеру начинала с 1995 года в качестве секретаря компании ""Алюминпродукт"" (ныне ""Базовый элемент""). ""Придя в компанию Олега Дерипаски секретарем, сделала блестящую карьеру на должностях, которые до нее никогда не занимала ни одна женщина"", - отмечает издание. В этом году рейтинг самых высокооплачиваемых топ-менеджеров России, по данным Forbes, впервые возглавил председатель правления ПАО ""Газпром"" Алексей Миллер. По сравнению с 2014 годом он увеличил свой доход с 25 миллионов до 27 миллионов долларов. На втором месте расположился председатель правления группы ВТБ Андрей Костин с годовым вознаграждением в 21 миллион долларов. Третьим в списке оказался руководитель НК ""Роснефть"" Игорь Сечин с окладом в 17,5 миллиона долларов. "
http://prodengi.kz/lenta/ceny_na_neft_brent_opustilis_nizhe_33_za_barrel/,Цены на нефть Brent опустились ниже $33 за баррель,"Стоимость фьючерсов на нефть марки Brent продолжает падать, потеряв более 4% и опустившись ниже 33 долларов за баррель, сообщает агентство Рейтер, передает РИА Новости. По данным агентства, такой низкий показатель был достигнут впервые с апреля 2004 года. Отмечается, что падение цен связано с ситуацией на китайском рынке и ростом нефтяных запасов США. Ранее сообщалось, что Китай в четверг понизил на 0,51% значение курса юаня к доллару , что стало минимумом с августа. В четверг курс доллара составил 6,5646 юаня - это минимум с августа 2015 года, когда ЦБ Китая резко ослабил свою валюту к американскому доллару. В среду Министерство энергетики США сообщило, что запасы бензина за неделю до 1 января выросли на 10,6 миллиона баррелей. Это превысило ожидания аналитиков, прогнозировавших рост показателей на 1,8 миллиона баррелей. "
http://prodengi.kz/lenta/itogi_rozygrysha_po_akcii_million_kuhnya_na_ao_asiacredit_ot_banka_i_internet_portal_prodengikz/,Итоги розыгрыша по акции «Миллион кухня» на АО AsiaCredit от банка и интернет-портал Prodengi.kz.,"Мы рады сообщить о том, что по итогам розыгрыша в рамках акции «Кухня на миллион», 28 декабря 2015 г. был определен победитель, который выиграл 1 000 000 тенге на приобретение кухни своей мечты. Счастливым обладателем новой кухни оказался клиент из города Петропавловск с номером Договора банковского займа - 11-20-15 / К. Сведения о победителе будут оглашены чуть позже, в рамках освещения вручения призового сертификата. Сумма* будет переведена на лицевой счет победителя. Победитель был определен методом случайной выборки по номерам Договора банковского займа среди заемщиков, оформивших ипотеку или получивших одобрение в указанный срок в присутствии Комиссии, которую составили представители АО AsiaCredit банк и интернет-портала Prodengi.kz, и клиенты Банка.  Напомним, что с 01.10.2015 года до 25.12.2015 года AsiaCredit Банк совместно с интернет-порталом Prodengi.kz провели акцию по розыгрышу 1 000 000 тенге СРЕДИ КЛИЕНТОВ БАНКА, оформивших ипотеку или получивших предварительное одобрение по ипотеке в «AsiaCredit Bank». Согласно условиям, в акции приняли участие заемщики из городов Алматы, Астана, Актобе, Актау, Атырау, Павлодар, Петропавловск, Караганда, Шымкент и Усть-Каменогорск. * Сумма выигрыша будет выплачена за минусом налоговых отчислений предусмотренных действующим законодательством РК. "
http://prodengi.kz/lenta/vsemirnyj_bank_snizil_prognoz_po_rostu_mirovoj_ekonomiki_do_29/,"Всемирный банк снизил прогноз по росту мировой экономики до 2,9%","Всемирный банк снизил прогноз по росту мировой экономики в 2016 году до 2,9% с 3,3%, прогнозировавшихся в июне. Об этом говорится в сообщении банка,передает РИА Новости. Банк предполагает, что мировая экономика ускорит темпы роста по сравнению с 2,4% в 2015 году. Развивающиеся страны ""вырастут"" на 4,8%, США на 2,7%, еврозона на 1,7%, Китай замедлит рост до 6,7%, прогнозирует банк. "
http://prodengi.kz/lenta/kazahstanskih_biznesmenov_obyazali_ustanovit_onlajn_kassovye_apparaty/,Казахстанских бизнесменов обязали установить онлайн кассовые аппараты,"Казахстанских предпринимателей обязали в кратчайшие сроки установить онлайн контрольно-кассовые аппараты, сообщает КТК. Подобные аппараты фиксируют и передают данные о денежных расчетах на сервер Комитета государственных доходов Министерства финансов Казахстана. Новый закон, который обязывает иметь новые кассовые аппараты, касается далеко не всех предпринимателей. Подчиниться требованиям Минфина должны владельцы гостиниц, ресторанов, салонов красоты, розничные продавцы бытовой техники, мебели и световых приборов, а также оптовые торговцы стройматериалами, металлическими изделиями, сантехникой и отопительным оборудованием. ""Комитетом госдоходов было учтено то, что бизнес должен быть высокорентабельным и при осуществлении такого бизнеса преобладали денежные расчеты с использованием наличных денег. Получение в онлайн-режиме сведений о доходах налогоплательщиков будет обеспечивать достоверность указания в декларациях налогоплательщиков своих доходов"", - говорит главный эксперт Комитета государственных доходов МФ РК Раушан Сабденова. Как отмечает телеканал, стоимость одной счетной машины начинается от 60 тысяч тенге, и покупать их предприниматели должны за свой счет. Оборудовать собственные торговые точки новой техникой бизнесмены обязаны уже в этом месяце, а за ее отсутствие им грозит немалый денежный штраф. Напомним, в июле 2015 года онлайн контрольно-кассовые аппараты обязали установить предпринимателей, осуществляющих реализацию бензина, дизельного топлива и алкогольной продукции. "
http://prodengi.kz/lenta/predlagaemye_zarplaty_v_rk_stali_vyshe_na_3_5/,Предлагаемые зарплаты в РК стали выше на 3-5%,"Предлагаемые зарплаты в Казахстане стали выше в среднем на 3-5%, об этом говорится в отчете по рынку труда за 2015 год, который подготовила компания HeadHunter Казахстан. Так, среднестатистический работодатель в Алматы в вакансиях в среднем готов предложить соискателю зарплату в размере 110 000 тенге, что на 4,8% выше прошлогоднего показателя, в Астане - 120 000 (выше, чем в 2014 г. на 4,3%). Наивысший показатель предлагаемого среднего ежемесячного заработка отмечен в 2015 году в Актау - 125 000 тенге (выше, чем в 2014 г. на 4,2%), и Атырау - 123 000 тенге (ниже, чем в 2014-м на 1,6%). Общая средняя предлагаемая работодателем зарплата в 2015 году: для соискателей из высшего менеджмента - 225 000 тг, в сфере добычи сырья - 180 000 тг, в отраслях строительство/недвижимость, консультирование и медицина/фармацевтика - по 150 000 тг . «Стоит отметить, что значения средних предлагаемых заработных плат по городам составляются без учета профессиональной отрасли, должности и особенностей оплаты труда в той или иной компании», - комментирует обзор рынка Нина Быченко, генеральный директор ТОО «HEADHUNTER.KZ» . - Так, средний оклад специалиста в Атырау или Петропавловске складывается из данных всех предлагаемых окладов в вакансиях на hh.kz как для начинающего сотрудника, линейного специалиста, так и для топ-менеджера». Кроме того, аналитики компании зафиксировали изменение спроса на персонал . Положительный прирост предложений о работе в годовом исчислении отмечен в продажах, бухгалтерии, маркетинге/рекламе/PR, банковской сфере, науке/образовании, медицине/фармацевтике, а также для административного персонала, топ-менеджмента и студентов. Наибольшее снижение спроса отмечено в сферах строительства/недвижимости, автомобильного бизнеса, транспорта/логистики и информационных технологий. Повысилась и соискательская активность: количество размещенных резюме в 2015 г. по сравнению с 2014 г. выросло на 30%. Однако компании, оказывающие услуги в сфере информационных технологий, выпали из тройки лидеров по количеству размещаемых вакансий. Компании, оказывающие финансовые услуги, переместились на пункт ниже: с 5-го на 6-е место, а компании в сфере ИТ - с третьего на пятое. Лидерами по количеству опубликованных вакансий в 2015 г. стали компании из розничной сферы, организации, оказывающие услуги для бизнеса, а также занимающиеся строительством и недвижимостью. Наиболее конкурентная сфера в Казахстане - традиционно который месяц - «Начало карьеры, студенты». Высокий уровень конкуренции также наблюдался в сфере добычи сырья - 36 человек на одно место в декабре 2015 г. Наименьшая конкуренция среди соискателей при поиске работы в Казахстане также традиционно была отмечена в сферах «Инсталляция и сервис» и «Консультирование» (hh.индекс составил 2,9 и 3,7 соответственно). Наиболее «здоровая» конкуренция (от 4 до 6 человек на одно место) наблюдается в сферах страхования, маркетинга, спортивных клубов/фитнеса, науки и образования, а также среди рабочего персонала. «Декабрь 2015 года традиционно характеризуется невысокими показателями из-за сезонности, которая проявляется на рынке труда в зимний период. Многие компании уже израсходовали бюджеты на подбор персонала. Те, кто запланировал какой-то рост численности персонала, уже активно ищут себе сотрудников, а те, кто еще не определился, скорее всего, примут решения в феврале-марте, когда обычно заканчивается процесс бюджетирования, - комментирует ситуацию Нина Быченко. - Активность соискателей также была невысокой в последний месяц года. Перед новогодними праздниками обычно мало желающих сменить работу. В начале года вновь начинает расти количество активных соискателей работы». Общая конкуренция при поиске работы в декабре 2015 г. выросла до 16,9 человека на место. Например, согласно анализу, в декабре 2015 г. на одну вакантную позицию в Казахстане претендовало порядка 17 человек (hh.индекс составил 16,9 против 16,0 месяцем ранее). Наибольшее количество вакансий в 2015 г. наблюдалось в сфере «Продажи» (25,9% от общего спроса). Вторую строчку заняла «Бухгалтерия» (10,4%), третью - «Административный персонал» (9,8%). На 4-м месте расположилась профессиональная сфера «Информационные технологии, телекоммуникации» с долей 9,4%. У сферы маркетинга, рекламы, PR эта доля составила 8,7%. В 2015 г. по сравнению с 2014 г. наибольший увеличение доли размещенных вакансий наблюдалось в сферах «Банки, инвестиции, лизинг» - на 1,4% (в 2015 вакансии в банковском секторе составили 6,9% от всех предложений о работе на сайте), «Продажи» (в 2015 г. вакансии в сфере продаж составили порядка 26% от всех предложений о работе на сайте) - на 1,3%, а также для соискателей в профессиональной отрасли «Начало карьеры, студенты» - на 1,3% (в 2015 г. вакансии в этой отрасли составили 4% от всех предложений о работе на сайте). Также увеличение количества вакансий отмечено в бухгалтерии, маркетинге/рекламе/PR, науке/образовании, медицине/фармацевтике, а также для административного персонала и топ-менеджмента. «В распределении по городам лидером с максимальным количеством предложений традиционно остается Алматы», - отмечает Нина Быченко. - Практически каждая вторая вакансий (50,6%, на 0,9% меньше, чем в 2014 г.) зарегистрирована в южной столице». Выросло количество и столичных вакансий в 2015 г. - 21,2% предложений о работе размещено в Астане, что на 2,4% больше, чем в 2014 г. Из других регионов, наибольший прирост вакансий замечен в Атырау - 3,1% в 2015 г. против 2,5% в 2014 г. Кроме того, данные анализа показали, что в 2015 г. 50,7% всех вакансий были ориентированы на кандидатов с опытом от 1 года до 3 лет (годом ранее - 52%). Практически каждая четвертая вакансия подходила специалисту с опытом работы от 3 до 6 лет (27,4%). Порядка 15% всех вакансий - для специалистов с опытом менее года. Доля вакансий для специалистов с опытом более 6 лет составила около 6,5% Чаще всего вакансии в Казахстане размещают компании, представляющие розничную торговлю. В 2015 г. на них пришлось 9% всего рынка в стране. На втором месте - компании, предоставляющие услуги для бизнеса - 5,6% вакансий. На третьем - организации, занимающиеся строительством, недвижимостью (5,4%), на четвертом месте - компании, занимающиеся товарами народного потребления (непищевыми) (5,3%), а на пятом - компании, представляющие ИТ-сферу (5,1%). Кстати, в 2015 г. компании, представляющие ИТ-сферу, потеряли свои позиции в тройке лидеров. Период исследования: 1 января - 31 декабря 2014 года, 1 января - 31 декабря 2015 года. "
http://prodengi.kz/lenta/krupnejshij_obval_fondovogo_rynka_proizoshel_v_ssha/,Крупнейший обвал фондового рынка произошел в США,"На американской фондовой бирже наблюдается рекордное падение индексов за неделю, передает BBC. Наблюдается ухудшение показателей Dow Jones и S&P 500. Эксперты отмечают, что большее падение на первой неделе торгов нового года было отмечено лишь в разгар Великой депрессии - в 1932 году. Индексы Dow Jones (основной показатель деловой активности в США) и S&P 500 за неделю потеряли почти 6 процентов. Финансисты считают, что падение спровоцировал финансовый обвал в Китае. Стоит отметить, что индекс Shanghai Composite за эти дни дважды проваливался больше чем на 7 процентов, после чего торги закрывались. Ранее отмечалось, что Китай ограничил продажу доллара. Специальное устное распоряжение банкам страны об ограничении продаж американских долларов для физических и юридических лиц было разослано властями Китая. Таким образом Пекин пытается бороться с возрастающим бегством капитала. "
http://prodengi.kz/lenta/the_economist_v_2016_godu_ekonomicheskij_krizis_pererastet_v_mirovoj_finansovyj_kollaps/,The Economist: В 2016 году экономический кризис перерастет в мировой финансовый коллапс,"В наступившем году миру грозит глобальный финансовый кризис, подобный тому, который был в 2008 году. Об этом пишет издание The Economist, сообщает Росбалт. Его журналисты призывают обратить внимание на тренды в прогнозах. Они напоминают, что в начале 2008 года чиновники из Федерального резерва США ожидали рост на 1,3-2%. Это было слишком оптимистичное предсказание, но его направление было правильным, ведь в 2007 году прогноз был на уровне 1,7-2,5%. В нынешнем году ситуация также нестабильная. Падение потребительских цен и обвал стоимости бондов в первые дни торгового года стали индикатором, который свидетельствует о тревоге среди инвесторов из-за роста. Признаки слабости наблюдаются в промышленном секторе. Производственный индекс США ISM опустился ниже критического показателя в 50 баллов - до 48,2. Китайский производственный индекс PMI на таком же уровне, а глобальная торговля очень вялая. Учитывая все эти условия, глобальный рост вялый, но рецессия не начнется без какого-либо существенного толчка, отмечают эксперты. В этом случае геополитика может сыграть эту роль. В частности, речь идет об ухудшении отношений между Ираном и Саудовской Аравией. Недавно Тегеран обвинил Эр-Рияд в бомбардировке его посольства в Йемене. Если напряжение продолжит расти и перерастет в реальную войну, на мировую экономику это повлияет катастрофически. Говоря об экономических составляющих, которые могут повлиять на общую кризисную ситуацию, эксперты отмечают роль Китая. «Именно здесь наблюдалась такая эйфория и чрезмерное количество спекуляций, как на Западе в 2006-2007 году. За последние четыре года соотношение долгов к ВВП КНР выросли на 50%», - пишет издание. «Как и во время низкокачественного ипотечного бума в США перед кризисом, стремительный рост долгов в Китае свидетельствует о том, что кредитование осуществляется без особого внимания к качеству и без наличия необходимых резервов», - говорится в статье. Впрочем, по мнению авторов, Китай сможет справиться с долговым кризисом. «В отличие от США, государственный контроль экономики в КНР больше, а у правительства есть триллионы долларов в резерве, чтобы спасти банки, если будет надо. Также китайские банки не так сильно привязаны к западной финансовой системе, как Lehman Brothers и Bear Stearns. Поэтому распространение кризиса будет ограниченным», - полагают эксперты издания. "
http://prodengi.kz/lenta/vopros_na_64_mlrd_ischeznet_li_nacionalnyj_fond_rk/,Вопрос на $64 млрд: исчезнет ли Национальный фонд РК?,"Активы суверенных фондов под угрозой падения, так как государства привыкли к высокой выручке от реализации нефти. «Счета Национального фонда РК, в котором сейчас капитализировано $64 млрд, могут опустеть в течение шести или семи лет ввиду снижения цен на нефть. Этому способствуют также снижение доходов (государства. - F.) и регулярные  поступления из фонда в казну», - утверждает сотрудник Национального банка РК , мнение которого публикует Wall Street Journal. Активы Национального фонда в августе 2014 достигли своего пика в $77 млрд, однако с тех пор снизились на 17%. Правительство  РК ежегодно изымает $9,5 млрд на финансирование нужд бюджета. «Чиновникам и Нацбанку необходимо уменьшить собственные расходы, увеличить сборы налогов и инвестировать средства фонда в высокодоходные активы, к примеру, в фонды прямых инвестиций», - утверждает Берик Отемурат, председатель правления Национальной инвестиционной корпорации, подразделения Национального Банка, созданного в 2012. «Мы проедаем Нацфонд, - заявляет Отемурат - Нам повезло, что мы сумели аккумулировать такой объем средств, и теперь необходимо заставить эти средства работать на нас. Я уверен, что правительству необходимо сконцентрироваться на инвестиционной политике Национального фонда». Ведомство Отемурата было изначально создано для управления активами всего  Нацфонда. Однако вместо этого Национальная инвестиционная корпорация занимается управлением части резервов Нацбанка в размере $800 млн. Триллионы долларов государственных сбережений богатых нефтью стран, таких как Казахстан и Саудовская Аравия, находятся под угрозой из-за снижения цен на нефть, а также стремления местных властей к использованию этих средств. В подобной ситуации МВФ рекомендует странам Азии, Африки, Латинской Америки и Ближнего Востока разработать четкий план по управлению активами и обязательствами, который включит в себя продажу госимущества, сокращение расходной части бюджетов, увеличение кредитования от международных организаций и фондов. Это, в конечном счете, должно стабилизировать финансы государства. «Им необходимо действовать быстро, - утверждает сотрудник МВФ Майкл Папайоану (Michael Papaioannou), занимающийся разработкой рекомендаций по управлению резервами Казахстана. - Если текущая динамика сохранится, активы суверенного фонда быстро закончатся». Аналогичная ситуация наблюдается и в других странах. К примеру, активы Агентства денежного обращения Саудовской Аравии (Saudi Arabian Monetary Agency) за последние 12 месяцев снизились на 14% и составили в ноябре 2015 $635 млрд. Экс-глава этого агентства Халид Аль Сейлем (Khalid Al Sweilem) сообщил, что властям необходимо выстроить независимую систему принятия решений в суверенных фондах, чтобы исключить возможность министерства финансов «совать руку» в госрезервы. «Если мы продолжим потребительски относиться к этим сбережениям, их объемы очень скоро истощатся, - сказал Аль Сейлем. - Фактически  резервы Саудовской Аравии открыты для финансирования расходов министерства финансов, поэтому они снижаются». Активы Национального фонда снижаются под давлением государственных расходов с одной стороны и снижением цен на нефть с другой. Отемурат выразил уверенность в том, что скоро потеряет свою работу. Дело в том, что принявший его на работу глава Национального Банка Кайрат Келимбетов сам был уволен в ноябре 2015 после того, как тенге продемонстрировал сокрушительное падение в результате перехода к режиму свободного плавания. По словам Отемурата, дальнейшая судьба НИК неизвестна. Заместитель главы Нацбанка, который курировал деятельность Национальной инвестиционной корпорации, также покинул свой пост, а новый руководитель на его место еще не назначен. «Новый председатель Нацбанка вечно занят другими делами, - жалуется Отемурат. - Благодаря такому повороту дел тот объем работы, который мы проделали на протяжении последних двух лет, может пойти насмарку». Сам Национальный банк Казахстана от комментариев воздержался. Напомним, что Национальная инвестиционная корпорация была создана для управления активами Нацфонда, однако эта цель не была достигнута. Как говорит Отемурат, чтобы заслужить доверие властей в столь ответственном деле, в 2013 им был предоставлен контроль над резервами Нацбанка в размере $2 млрд. Эти средства корпорация начала инвестировать согласно собственной политике. Однако годом позже, большую часть этих средств - $1,2 млрд - руководство центробанка забрало назад, так резервы регулятора находились под большим давлением. По информации НИК, из оставшейся части средств $150 млн было инвестировано в чикагский Grosvenor Capital Management LP. Компания также перевела $225 млн в фонд Bala Cynwyd, базирующийся в Пенсильвании, США.  Еще $100 млн были вложены в Blackstone Group LP, Warburg Pincus LLC и Advent International Corp. В сентябре прошлого года Отемурат организовал встречу главы государства Нурсултана Назарбаева с инвесторами в Нью-Йорке. На встречу с президентом Казахстана пришли бывший глава Федеральной Резервной Системы Бен Бернанке и группа инвестбанкиров с Уолл-стрит, включая сооснователя KKR & Co Генри Крависа (Henry Kravis), сооснователя Blackstone Стивена Шварцмана (Stephen Schwarzman), сооснователя Carlyle Group Девида Рубенштейна (David Rubenstein), и сооснователя TPG Девида Бондермана (David Bonderman). «До этого президент РК встречался с главами нефтяных корпораций, - сообщает Отемурат, - и мы подумали, что главе государства будет полезно встретиться с людьми с Уолл-Стрит, прежде чем он вынесет окончательное решение по нашему вопросу». По словам Отемурата, он решил сделать заявление в прессе, так как беспокоится о судьбе 17-миллионной страны.  Он также убежден, что отсутствие прозрачности - не в интересах казахстанского общества. Согласно документу, предоставленному НИК, Национальный фонд за последние пять лет продемонстрировал среднюю доходность на уровне 1,96%. Это лишь пятая часть доходности, которую показали Государственный пенсионный фонд Норвегии (Government Pension Fund Global) и суверенные фонды Сингапура и Южной Кореи. Нацфонд вложил 86% своих активов в облигации, в то время как другие суверенные фонды вложили в аналогичные бумаги лишь 16% своих активов, говорится в документе. «Если зарабатывать на активах Нацфонда $5-6 млрд в год, эта доходность может покрыть ежегодные целевые трансферты в бюджет, - говорит глава НИК. -  Сейчас необходимо пойти на открытость в деятельности Нацфонда: определить менеджмент, раскрыть информацию о расходах и доходах фонда, обеспечить прозрачность инвестиционной политики. Это трудный, но нужный для страны шаг, который необходимо сделать». В качестве примера эксперт рассказывает, что соглашения о разделе продукции нефтяных месторождений, которые являются основным источником пополнения средств Нацфонда, являются закрытой информацией. Кроме того, у Нацфонда даже нет своего веб-сайта. 35-летний Отемурат заявляет, что является представителем нового поколения управленцев и имеет международный опыт, однако результаты его работы не представлены политическому руководству страны. «Назрела крайняя необходимость в большей прозрачности. Публичность обеспечит более эффективный контроль за государственными тратами из активов Нацфонда», - заключает Отемурат. Перевод: Данияр Куаншалиев "
