link,title,text
http://investfunds.kz/news/dnevnaya-sessiya-kase-kase-48757/,Дневная сессия KASE,"На Казахстанской фондовой бирже (KASE) закончилась дневная торговая сессия иностранными валютами. По результатам торгов на спот-рынке: - средневзвешенный курс доллара США с расчетами T+0 в тенге (USDKZT_TOD) составил 359,31 тенге за доллар США при объеме торгов 43 300 тыс. долларов США; - по доллару США с расчетами T+1 и T+2 в тенге сделок заключено не было, на момент закрытия сессии котировки в торговой системе KASE отсутствовали; - средневзвешенный курс евро с расчетами T+0 в тенге (EURKZT_TOD) составил 400,87 тенге за евро при объеме торгов 750 тыс. евро; - по евро с расчетами T+1 и T+2 в тенге сделок заключено не было, на момент закрытия сессии котировки в торговой системе KASE отсутствовали; - по евро с расчетами Т+0, T+1 и T+2 в долларах США сделок заключено не было, на момент закрытия сессии котировки в торговой системе KASE отсутствовали; - средневзвешенный курс рубля России с расчетами T+0 в тенге (RUBKZT_TOD) составил 4,6885 тенге за рубль при объеме торгов 64 000 тыс. рублей. Средневзвешенный курс доллара США по итогам утренней и дневной сессий составил 359,89 тенге за доллар (-3,83), суммарный объем торгов – 67 300 тыс. USD (+37 850 тыс.). На рынке операций валютного свопа: - по USDKZT_0_001 средневзвешенный курс составил +0,1800 тенге (17,84 % годовых) при объеме торгов 450 700 тыс. USD - по USDKZT_0_002 сделок заключено не было, на момент закрытия сессии котировки в торговой системе KASE отсутствовали; - по EURKZT_0_001 и EURKZT_0_002 сделок заключено не было, на момент закрытия сессии котировки в торговой системе KASE отсутствовали. В торгах принял участие 21 банк."
http://investfunds.kz/news/08-fevralya-znachenie-indikatora-kazprime-ne-izmenilos-i-sostavilo-1800-godovyh-kase-48751/,"08 февраля значение индикатора KazPrime не изменилось и составило 18,00 % годовых","Казахстанская фондовая биржа (KASE) сообщает, что по результатам фиксинга 08 февраля 2016 года значение индикатора KazPrime не изменилось относительно предыдущего торгового дня и составило 18,00 % годовых. Индикатор KazPrime отражает среднее значение по ставкам размещения денег на казахстанском рынке межбанковских депозитов на срок три месяца при расчетной базе actual/360."
http://investfunds.kz/news/world/Itogi-torgov-na-veduschih-fondovyh-birzhah-mira-08022016-86105/,Итоги торгов на ведущих фондовых биржах мира (08.02.2016),"По итогам торгов предыдущей сессии основные индексы ведущих мировых фондовых площадок и котировки акций крупнейших компаний завершили день на следующих уровнях Название индекса Дата Значение Изменение к предыдущему значению Dow Jones 08.02.2016 16 027.05 -1.1% FTSE 100 08.02.2016 5 689.36 -2.71% NASDAQ Composite 08.02.2016 4 283.75 -1.82% Nikkei 225 09.02.2016 16 101.17 -5.31% S&P 500 08.02.2016 1 853.44 -1.42% Название бумаги Дата Биржа Значение цены закрытия Изменение к предыдущему значению Alphabet, акция об. 08.02.2016 NASDAQ 704.16 $ +0.06% Amazon.com, акция об. 08.02.2016 NASDAQ 488.10 $ -2.79% Apple, акция об. 08.02.2016 NASDAQ 95.01 $ +1.05% Boeing, акция об. 05.02.2016 Нью-Йоркская ФБ 122.56 $ -0.85% eBay, акция об. 08.02.2016 NASDAQ 22.48 $ -3.1% Facebook, акция об. 08.02.2016 NASDAQ 99.75 $ -4.15% General Electric, акция об. 04.02.2016 Нью-Йоркская ФБ 29.18 $ +1.78% General Motors, акция об. 05.02.2016 Нью-Йоркская ФБ 28.54 $ -0.35% IBM, акция об. 05.02.2016 Нью-Йоркская ФБ 128.57 $ +0.72% Intel, акция об. 08.02.2016 NASDAQ 28.82 $ -0.76% Microsoft, акция об. 08.02.2016 NASDAQ 49.41 $ -1.5% Oracle, акция об. 08.02.2016 NASDAQ 35.61 $ -0.25% Visa, акция об. 05.02.2016 Нью-Йоркская ФБ 71.54 $ -2.9% Vodafone, акция об. 08.02.2016 Лондонская ФБ 200.20 £ -3.29% Yahoo!, акция об. 08.02.2016 NASDAQ 27.05 $ -3.29% Ознакомиться с полным списком мировых индикаторов вы можете здесь Посмотреть котировки иностранных акций на крупнейших биржах мира можно здесь"
http://investfunds.kz/news/world/Amerikanskie-rynki-akcij-zakrylis-v-krasnoj-zone-SP-500-upal-do-minimuma-s-aprelya-2014-goda-Finmarket-86123/,"Американские рынки акций закрылись в красной зоне, S&P 500 упал до минимума с апреля 2014 года // Финмаркет","К концу торгов в понедельник американские фондовые индексы сократили падение, однако Standard & Poor's 500 опустился до самой низкой отметки с апреля 2014 года, пишет MarketWatch. Индекс Dow Jones Industrial Average упал на 117,92 пункта (1,10%) - до 16027,05 пункта. Standard & Poor's 500 опустился на 26,61 пункта (1,42%), до 1853,44 пункта. Значение Nasdaq Composite уменьшилось на 79,39 пункта (1,82%) - до 4283,75 пункта. Фондовые рынки в США рухнули на прошлой неделе на 1,6-5,4% из-за слабых статданных по рынку труда, причем индекс Nasdaq упал до минимального значения с октября 2014 года. Новый виток падения нефтяных цен привел к тому, что производители сырья в целом показали худший результат в рамках S&P 500, потеряв 2,7%, хотя индекс собственно энергетических компаний повысился менее чем на 0,1%. На втором месте по темпам падения - индекс финансовых компаний, значение которого уменьшилось на 2,6% ""Участники рынка очень нервничают, - отметил старший стратег BNP Paribas Fortis Филипп Гийселс. - Причины для беспокойства прежние: Китай, нефть и статданные"". Также инвесторы ждут выступлений главы Федеральной резервной системы (ФРС) Джанет Йеллен в Сенате и Палате представителей Конгресса США, которые состоятся завтра и в четверг соответственно. Капитализация соцсети Facebook упала на 4,2% на решении регулятора Индии запретить сотовым операторам брать плату с клиентов за интернет-трафик в зависимости от контента, который они просматривают. Акции энергетической компании Chesapeake Energy рухнули в цене на 33,2% на слухах, что она наняла юридическую фирму, специализирующуюся на реструктуризациях. В 2015 году компания потеряла 85% капитализации. Между тем котировки бумаг Apollo Education Group, владельца ряда коммерческих образовательных учреждений, подскочили на 24% на новости, что ряд инвесторов, включая фонд Vistria Group, приобретают компанию за $1,1 млрд."
http://investfunds.kz/news/akcii-kegoc-podorozhali-do-835-tenge-finansovyj-investicionnyj-zhurnal-ls-lichnyj-schet-48763/,Акции KEGOC подорожали до 835 тенге,"Акции KEGOC подорожали на 65,34% с момента выхода на IPO, передает LS.+ В ходе торгов 8 февраля на Казахстанской фондовой бирже (KASE) котировки компании выросли в цене до рекордного уровня - 834,99 тенге. Рост по акциям наблюдается с прошлой недели, когда акции подорожали на 17%. По оценке директора департамента аналитики ""Асыл-Инвест"" Айвара Байкенова, в целом на  бирже преобладали ""бычьи"" настроения. Так, шесть из восьми ""голубых фишек"" завершили первую неделю февраля в плюсе. Индекс KASE по итогам торговой недели, завершившейся 5 февраля, вырос на 5% до 901,6 пункта. ""Поддержку отечественному рынку оказывает укрепление курса тенге. За минувшую неделю доллар опустился с 365 до 363 тенге. При этом объемы торгов минимальные – чуть более $400 млн.  Нефть и российский рубль пока выступают в пользу национальной валюты. В ближайшее время дополнительную поддержку тенге могут оказать налоговые выплаты экспортерами. До конца месяца доллар может ослабнуть до 340-350 тенге"", - прогнозирует он. Аналитик уточняет, что по итогам прошлой недели в лидерах оказались ""народные"" акции - KEGOC и ""КазТрансОйла"", подорвавшие на 17% и 12% соответственно. ""В данном случае подъем котировок стимулирован ослаблением девальвационных ожиданий и постепенным восстановлением спроса на высокодоходные тенговые активы. При этом стоит отметить, что движение бумаг ""КазТрансОйла” имеет под собой хорошую фундаментальную почву в виде сильной отчетности и перспектив хороших дивидендных выплат, тогда как рост KEGOC по большей степени необоснованный"", - полагает Байкенов. Он также отмечает, что чуть более 5% прибавили в цене акции KAZ Minerals. ""Рост котировок по многим компаниям металлургического сектора на фоне определенного отскока стоимости промышленных металлов и ожиданий по сокращению производства. В аутсайдерах сессии оказались долевые бумаги Народного банка, припавшие на 2%. В данном случае инвесторов смущают перспективы ухудшения ситуации в казахстанском банковском секторе в связи девальвацией тенге. К тому же негативные оценки по локальным финансовым институтам дружно дают международные рейтинговые агентства"", - заключил директор департамента аналитики ""Асыл-Инвест"". Ирина Ярунина"
http://investfunds.kz/news/09-fevralya-znachenie-indikatora-kazprime-ne-izmenilos-i-sostavilo-1800-godovyh-kase-48765/,"09 февраля значение индикатора KazPrime не изменилось и составило 18,00 % годовых","Казахстанская фондовая биржа (KASE) сообщает, что по результатам фиксинга 09 февраля 2016 года значение индикатора KazPrime не изменилось относительно предыдущего торгового дня и составило 18,00 % годовых. Индикатор KazPrime отражает среднее значение по ставкам размещения денег на казахстанском рынке межбанковских депозитов на срок три месяца при расчетной базе actual/360."
http://investfunds.kz/news/08-fevralya-znachenie-indeksa-kase-vyroslo-na-080-do-90884-kase-48759/,"08 февраля значение Индекса KASE выросло на 0,80 % до 908,84","По итогам торгов акциями на Казахстанской фондовой бирже (KASE) 08 февраля 2016 года значение Индекса KASE выросло на 7,21 пунктов (0,80 %) с 901,63 до 908,84. Первая сделка дня зафиксировала значение индекса на уровне 903,21. В ходе торгов максимальное значение индекса составило 917,02, минимальное – 903,21. Объем сделок с акциями, включенными в представительский список Индекса KASE, 08 февраля снизился относительно предыдущего торгового дня на 29,8 % и составил 72,2 млн тенге (200,2 тыс. USD)."
http://investfunds.kz/news/world/Fondovaya-Evropa-zavershila-torgi-obvalom-indeksov-grecheskij-indikator-upal-do-chetvertvekovogo-minimuma-Finmarket-86119/,"Фондовая Европа завершила торги обвалом индексов, греческий индикатор упал до четвертьвекового минимума // Финмаркет","Вчерашние торги европейские фондовые индексы завершили резким снижением, при этом греческий индекс упал до минимума с 1990 года, сообщает Bloomberg. Сводный индекс крупнейших предприятий региона Stoxx Europe 600 потерял 3,54% и завершил торги на отметке 314,36 пункта, самой низкой с 2014 года. Индекс 50 крупнейших предприятий еврозоны Euro Stoxx 50 потерял 3,3%, британский FTSE 100 - 2,7%, французский CAC 40 - 3,2%, германский DAX - 3,3%. Греческий ASE рухнул на 7,9%, и теперь он демонстрирует худшую динамику среди всех 93 фондовых индексов мира, отслеживаемых Bloomberg. ""Инвесторы не могут определиться по поводу того, что происходит с мировой экономикой, но риски дефляции и рецессии явно растут, - говорит инвестиционный директор Prime Partners Франсуа Савари. - Не помогает даже то, что котировки и так упали значительно, а прибыль компаний вовсе не такая плохая. Нет уверенности на будущее, и это пугает сильнее всего"". Худшую динамику среди отраслевых подындексов Stoxx 600 продемонстрировали строительные компании и банки. Бумаги Randgold Resources на торгах в Лондоне в понедельник подорожали на 13%. Золотодобывающая компания увеличила производство драгметалла до рекордного уровня и объявила о повышении дивидендов. Акции Rolls-Royce Holdings подешевели на 2,7%. Британская промышленная группа опубликует квартальную отчетность 12 февраля и, согласно прогнозу аналитика Trustnet Direct Тони Кросса, Rolls-Royce объявит о снижении дивидендов. Стоимость бумаг телекоммуникационной группы BT Group упала на 4,4% на информации о том, что она ищет нового финдиректора. Цена акций британского банка HSBC опустилась на 4,2%. По данным газеты The Telegraph, банк на этой неделе примет решение о том, стоит ли ему переносить штаб-квартиру из Лондона. Капитализация разработчика микрочипов Imagination Technologies снизилась на 4% после того, как поставщик чипов для Apple сообщил, что ожидает убытка по итогам текущего фингода. Крупнейший производитель замков в мире Assa Abloy потерял 9,7% рыночной стоимости на данных, что его продажи в Китае в очередной раз сократились в минувшем квартале."
http://investfunds.kz/news/world/Akcii-LinkedIn-podesheveli-na-436-iz-za-razocharovyvayuschih-kvartalnyh-itogov-Vedomosti-86099/,"Акции LinkedIn подешевели на 43,6% из-за разочаровывающих квартальных итогов // Ведомости","В пятницу акции социальной сети LinkedIn подешевели на 43,6% на фоне разочаровывающих итогов IV квартала. Рыночная капитализация компании сократилась на $11 млрд, по меньшей мере девять брокеров понизили оценку ее акций. Однако есть основания полагать, что падение стоимости LinkedIn через какое-то время сменится ростом.Ситуация на фондовых рынках в конце прошлой недели была неблагоприятной для всего IT-сектора. Падение котировок LinkedIn на 40% за один день объясняется не только слабыми квартальными результатами, но и ухудшением на рынке труда – сеть LinkedIn ориентирована на специалистов, профессионалов. Кроме того, до сих пор стоимость LinkedIn по показателю «прибыль на акцию» была сильно завышена инвесторами. Положение таких компаний может быть очень неустойчивым, особенно в условиях нестабильности рынка. Вместе с тем негативная реакция инвесторов на отчетность LinkedIn, вероятно, была чрезмерной, и в дальнейшем компания может восстановить свои позиции. LinkedIn активно инвестирует в различные сферы своего бизнеса. Достаточно успешно развивается направление, связанное с технологиями продаж. По мнению Хита Терри, аналитика из Goldman Sachs, ускоренный рост аудитории подразделения социальной сети LinkedIn Talent Solutions в IV квартале по сравнению с предыдущими периодами позволяет предположить, что здесь у LinkedIn есть значительный потенциал роста. Возможно, через несколько кварталов инвесторы смогут увидеть плоды нынешних усилий компании. По прогнозам самой LinkedIn, в 2016 г. ее выручка должна вырасти на 20–22%. В прошлом году рост составил 35%, и столь заметное замедление отчасти объясняется неблагоприятной динамикой курсов валют и замедлением роста глобальной экономики. Впрочем, LinkedIn обычно дает очень осторожные прогнозы, и, как отмечают аналитики из FactSet, по меньшей мере в восьми последних кварталах реальная выручка у интернет-компании оказывалась выше прогнозной. Если раньше стоимость бумаг LinkedIn превосходила прибыль на акцию в 79 раз, то после пятничного обвала этот показатель снизился до 33. Возможно, новые котировки являются справедливыми, но в любом случае они не означают катастрофы, учитывая прогнозируемый рост финансовых показателей компании. Бизнес LinkedIn имеет сильную материальную основу, источники доходов компании диверсифицированы. Для инвесторов же настал благоприятный момент: компанию сейчас можно сравнить с кандидатом на вакансию, которому необходимо доказать свою перспективность и который при этом не претендует на большую зарплату. Дэн Галлагер (Перевел Александр Силонов)"
http://investfunds.kz/news/utrennyaya-sessiya-kase-kase-48731/,Утренняя сессия KASE,"На Казахстанской фондовой бирже (KASE) закончилась утренняя торговая сессия по доллару США с расчетами Т+0 в тенге (USDKZT_TOD), евро с расчетами T+0 в тенге (EURKZT_TOD) и в долларах США (EURUSD_TOD), китайскому юаню с расчетами T+0 в тенге (CNYKZT_TOD). Для указанных инструментов данная сессия является основной. В торгах приняли участие 18 членов валютного рынка KASE. Средневзвешенный курс доллара США с расчетами T+0 в тенге составил 364,10 тенге за доллар (+0,76 тенге), объем торгов – 4 000 тыс. USD (-74 500 тыс. USD). По евро с расчетами T+0 в тенге и долларах США сделок заключено не было. На момент закрытия сессии котировки отсутствовали. Средневзвешенный курс китайского юаня с расчетами T+0 в тенге составил 55,4443 тенге за юань (+0,3023 тенге), объем торгов – 700 тыс. юаней (-50 тыс. юаней). Все тренды в данном сообщении указаны относительно последнего значения соответствующего инструмента предыдущего рабочего дня. Если на предыдущей утренней сессии сделок по инструменту заключено не было или торги им не проводились, тренд не указывается."
http://investfunds.kz/news/rejting-kazahstana-chto-jetot-god-nam-prigotovil-kapital-48733/,Рейтинг Казахстана: что этот год нам приготовил?,"В конце января S&P снизило рейтинг Азербайджана до «мусорного» уровня на фоне падения цен на нефть. Долгосрочные кредитные рейтинги Азербайджана в национальной и иностранной валютах снижены с «BBB-», последней ступени инвестиционного уровня, до «BB+» на фоне обвала цен на нефть. Прогноз изменения рейтинга – «стабильный». Краткосрочные рейтинги страны в национальной и иностранной валютах снижены с «A-3» до «B». «Цены на нефть продолжили снижение в последние несколько месяцев, и мы теперь ожидаем, что правительство Азербайджана будет фиксировать дефицит бюджета до конца 2018 года. На наш взгляд, внешние риски усиливаются, при этом международные резервы центрального банка сократились на две трети с пикового уровня в середине 2014 года», – поясняют аналитики S&P в отчете. Казахстан также зависим от нефти, можно ли в этой связи ожидать, что рейтинг будет снижен. Напомним, что в начале февраля 2015 года S&P понизило рейтинг Казахстана наряду с Бахрейном и Оманом на фоне резкого падения цен на нефть. Рейтинг был понижен до «BBB» с негативным прогнозом с «BBB+». Запрос «Капитал.kz» прокомментировали в S&P, сославшись на последний релиз по рейтингу РК от 11 сентября 2015 года, который гласит: «Рейтинги Республики Казахстан находятся на уровне «ВВВ/А-2», прогноз «негативный». В комментарии отмечается, что прогноз «негативный» по долгосрочным суверенным рейтингам Республики Казахстан отражает мнение экспертов агентства о значительных рисках, которым подвергаются бюджетные, внешнеэкономические и монетарные показатели страны. «Мы можем понизить долгосрочные кредитные рейтинги Казахстана, если в ближайшие два года внешнеэкономическая и фискальная позиции страны ухудшатся в большей степени, чем мы сейчас ожидаем. Рейтинги также могут оказаться под давлением, если мы придем к выводу о том, что НБРК отступил от политики гибкого обменного курса и таргетирования инфляции. Мы можем пересмотреть прогноз по рейтингам на «Стабильный», если повышение цен на нефть и предложенные правительством меры в рамках бюджетной и денежно-кредитной политики обусловят снижение давления на бюджетные, внешнеэкономические и монетарные показатели страны», – содержалось в ответе рейтингового агентства. При этом, согласно европейскому регулированию рейтинговых агентств, даты выхода обновлений кредитных рейтингов суверенных государств закреплены в календаре. В этом году публикации по рейтингу Казахстана запланированы на 11 марта и 9 сентября. Вячеслав Додонов, д.э.н., главный научный сотрудник Казахстанского института стратегических исследований при Президенте РК, не исключает вероятность снижения рейтинга Казахстана. Причем, полагает экономист, она достаточно высока, выше, чем сохранение текущего рейтинга. Это, по его мнению, связано с падением нефти и последствиями этого падения для бюджета и экономического роста. «Большого влияния это не окажет, потому что в последнее время наши эмитенты слабо представлены на мировых рынках капитала. Понижение рейтинга не является фактором ограничения доступа к рынку, это фактор роста стоимости привлеченных займов. То есть при желании и пониженным рейтингом можно так же просто эмитировать облигации или привлекать кредиты, просто процентные ставки по этим займам несколько вырастут. А вообще, на стоимость займов влияет не столько кредитный рейтинг, сколько общая ситуация на мировых рынках капитала. Сейчас эта ситуация очень благоприятна для заемщиков, так как ставки крайне низки в силу ряда причин и поэтому даже с пониженным рейтингом можно привлекать средства на лучших условиях, чем несколько лет назад с более высоким рейтингом», – подытожил экономист."
http://investfunds.kz/news/05-fevralya-znachenie-indikatora-kazprime-ne-izmenilos-i-sostavilo-1800-godovyh-kase-48735/,"05 февраля значение индикатора KazPrime не изменилось и составило 18,00 % годовых","Казахстанская фондовая биржа (KASE) сообщает, что по результатам фиксинга 05 февраля 2016 года значение индикатора KazPrime не изменилось относительно предыдущего торгового дня и составило 18,00 % годовых. Индикатор KazPrime отражает среднее значение по ставкам размещения денег на казахстанском рынке межбанковских депозитов на срок три месяца при расчетной базе actual/360."
http://investfunds.kz/news/world/Bolshinstvo-evropejskih-rynkov-akcij-zavershilo-torgi-v-plyuse-Finmarket-86021/,Большинство европейских рынков акций завершило торги в плюсе // Финмаркет,"Большинство фондовых индексов Европы по итогам волатильной сессии в четверг выросло. В то же время сводный индекс крупнейших предприятий региона Stoxx Europe 600 опустился к окончанию торгов на 0,2% - до 328,76 пункта. В ходе сессии падение индикатора достигало 1,5%. Индекс 50 крупнейших предприятий еврозоны Euro Stoxx 50 прибавил 0,3%, британский FTSE 100 - 1,1%, французский CAC 40 - 0,1%, испанский IBEX вырос на 1,85%, итальянский FTSE MIB - на 1,23%.. Германский DAX снизился на 0,4%. . Стоимость бумаг Royal Dutch Shell, объявившей о сокращении прибыли в 2015 году на 87%, все равно увеличилась по итогам торгов в четверг на 6,1% на фоне подорожавшей нефти. Акции финской нефтекомпании Neste Oyj, квартальная отчетность которой оказалась лучше ожиданий рынка, подорожали на 2,2%. Цена бумаг норвежской Statoil ASA, сообщившей о планах сокращения капзатрат в этом году, подскочила на 9,1%. ""Снова нефть оказывает существенное влияние на акции, - отметил старший трейдер Mirabaud Securities Джон Плассар. - Мы еще долго будем зависеть от нефтяных котировок, что только добавит волатильности на рынке"". Котировки акций нидерландской финкомпании ING Groep NV подскочили на 8,9% на фоне сильной отчетности. Тем временем, стоимость акций Credit Suisse Group AG упала на 11%. Швейцарская финансовая группа зафиксировала чистый убыток в размере 5,83 млрд швейцарских франков ($5,8 млрд) в четвертом квартале 2015 года из-за масштабных списаний в рамках объявленной ранее реорганизации ее операций. Показатель включает в себя списание гудвилла в размере 3,8 млрд франков, расходы на реорганизацию на сумму 355 млн франков, а также судебные издержки в 564 млн франков. Бумаги LafargeHolcim Ltd. снизились в цене на 3,2% после того, как Сбербанк объявил о продаже доли в компании, являющейся крупнейшим в мире производителем цемента. Капитализация фармкомпании AstraZeneca упала на 6,1% после того, как фирма дала разочаровавший инвесторов прогноз на текущий год. Также слабый прогноз послужил причиной снижения рыночной стоимости германского автоконцерна Daimler на 3,2%."
http://investfunds.kz/news/world/Bolshinstvo-indeksov-ATR-snizhaetsya-v-pyatnicu-Finmarket-86025/,Большинство индексов АТР снижается в пятницу // Финмаркет,"Большинство азиатских фондовых индексов снижается в пятницу. Японский индекс Nikkei 225 потерял в ходе торгов 2,2%, китайский Shanghai Composite - 0,3%, австралийский S&P/ASX 200 - 0,1%, гонконгский Hang Seng прибавил 0,6%. Ослаблению японского рынка, продолжающемуся четвертую сессию подряд, способствует укрепление иены относительно доллара США, которое по итогам этой недели может стать максимальным более чем за семь лет, сообщает агентство Bloomberg. Курс иены к доллару поднялся в ходе торгов в пятницу до 116,68 иены по сравнению со 116,78 иены накануне. В четверг японская нацвалюта подорожала на 0,9% к доллару. Рост курса иены, а также появившиеся сомнения в устойчивости подъема экономики США толкают вниз котировки акций японских экспортеров. Индекс деловой активности в сфере услуг США (ISM Non-Manufacturing) в январе 2016 года упал до 53,5 пункта - минимума с февраля 2014 года - по сравнению с 55,8 пункта в декабре, показали данные Института управления поставками (ISM). Внимание инвесторов направлены на январские данные о безработице в США. По оценкам опрошенных Bloomberg экспертов, число рабочих мест в американской экономике в прошлом месяце увеличилось на 190 тыс. после повышения на 292 тыс. в декабре, безработица осталась на уровне 5%. Акции Mazda Motor подешевели в ходе торгов на 5,2%, Nissan Motor - на 3,5%, Toyota Motor - на 2,7%. Японский индекс Topix с начала этой недели потерял уже 5%, почти полностью нивелировав двухдневный подъем (5,1%), последовавший за снижением Банком Японии ставки по депозитным счетам финкомпаний в ЦБ до отрицательного уровня 29 января. ""Банк Японии сделал то, что должен был сделать, однако его возможности имеют границы, - отмечает аналитик Nomura Holdings в Токио Юичи Вако. - До недавнего времени инвесторы были уверены, что экономика США растет, хотя и более медленными темпами, чем ожидалось. Теперь же появились опасения, что американская экономика ослабляется"". Акции Toshiba подешевели на 13%. Накануне компания сообщила, что ожидает получения рекордного убытка за свою 140-летнюю историю - 710 млрд иен ($6 млрд) - в текущем фингоду, завершающемся 31 марта, из-за списания стоимости ряда подразделений. Гонконгский рынок растет в пятницу вторую сессию подряд, Hang Seng сократил падение с начала этой недели до 1,7%."
http://investfunds.kz/news/world/Fondovye-indeksy-SShA-vyrosli-na-01-05-Finmarket-86027/,"Фондовые индексы США выросли на 0,1-0,5% // Финмаркет","Американские фондовые индексы завершили торги в плюсе на фоне роста акций сырьевых и промышленных компаний, сообщает агентство Bloomberg. Кроме того, инвесторы следили за статданными по экономике США. Позитивным фактором для добывающих компаний стал рост цен на сырье, вызванный падением курса доллара. Акции Freeport-McMoRan и Alcoa подскочили в цене как минимум на 10%. Индекс Dow Jones Industrial Average 4 февраля вырос на 79,92 пункта (0,49%) и составил 16416,58 пункта. Standard & Poor's 500 увеличился на 2,92 пункта (0,15%) - до 1915,45 пункта. Nasdaq Composite прибавил 5,32 пункта (0,12%) и составил 4509,56 пункта. Капитализация Caterpillar выросла на 4,3%, General Electric - на 1,8%. ""Чем слабее доллар, тем лучше для сырья, - говорит аналитик National Alliance Capital Markets Эндрю Бреннер. - Если ситуация на нефтяном рынке стабилизируется, я думаю, индексы продемонстрируют отскок. Пока ставка ФРС остается низкой, у акций есть возможность существенно подорожать"". Рост в четверг также зафиксировали бумаги компаний транспортного сектора. Котировки акций Ryder System подскочили на 9,2%, рекордными темпами с 2009 года. Цена бумаг Union Pacific Corp. и Kansas City Southern выросла более чем на 4,5%. Бумаги производителей игрушек Mattel и Hasbro подорожали соответственно на 1,7% и 1,2% на слухах о том, что они ведут переговоры о слиянии. В то же время стоимость акций дома моды Ralph Lauren Corp. рухнула в четверг на 22%, рекордными темпами в истории. Чистая прибыль компании в минувшем финквартале сократилась почти вдвое, до $131 млн, а выручка снизилась с $2,03 млрд до $1,95 млрд, тогда как эксперты не ожидали изменения показателя. Кроме того, компания дала разочаровавший инвесторов прогноз на текущий год. Капитализация нефтегазовой компании ConocoPhillips сократилась на 8,6%. Компания получила рекордный за семь лет убыток в 2015 году, объявила о сокращении капиталовложений и уменьшила дивиденды почти втрое. Рыночная стоимость ритейлера Kohl's упала на 19% после того, как компания ухудшила годовой прогноз прибыли и выручки на фоне слабых показателей за минувший квартал."
